0,0.666,0.999,1,0.5,0,1
0.999,0,0.666,1,0,1,2
0.666,0,0,0,0.5,1,1
0.999,0.666,0.999,0,0.5,0.5,1
0,0.333,0.333,1,0.5,0.5,3
0.999,0,0,0.5,0.5,1,2
0,0,0.666,1,0,0,1
0,0.333,0.666,0,1,0,1
0.333,0,0.333,1,1,1,4
0.666,0,0.333,0.5,1,0,1
0,0.333,0.333,0,0.5,1,1
0.666,0,0.666,0,1,0,1
0,0,0,0,0,0.5,1
0.999,0.333,0.999,0.5,1,1,2
0.333,0.333,0.333,1,0,1,2
0.666,0.666,0,1,0,0,1
0.333,0,0.999,0,1,1,1
0,0,0.333,1,1,0,1
0.333,0,0.333,0.5,0.5,1,3
0.333,0.333,0,1,0,1,1
0.999,0.333,0.666,1,0,0.5,1
0,0.333,0,0.5,0,0,1
0.333,0,0.666,0.5,1,0.5,3
0.333,0.999,0,1,0,0.5,1
0,0.333,0,1,0,0,1
0,0.999,0,1,0,0.5,1
0.666,0.666,0.666,0,0,1,1
0.999,0.333,0.666,0,0,1,1
0.666,0.999,0,0,0.5,0.5,1
0.333,0,0.999,0,1,0,1
0.666,0,0,0,0.5,0,1
0.333,0.666,0,1,1,1,2
0,0,0.999,1,0,0.5,2
0.333,0.333,0.999,0,0,0,1
0.666,0.999,0,0,0,0.5,1
0.999,0.999,0.666,0,0,1,1
0,0,0.999,0,0.5,1,1
0.999,0,0.999,0,1,0.5,1
0,0.333,0,0,1,0,1
0.999,0.999,0.999,0,0.5,0.5,1
0.333,0.999,0.333,0,1,0.5,1
0,0.333,0,0.5,1,0,1
0.999,0.333,0,0.5,1,0,1
0.333,0.666,0.666,1,0.5,1,2
0.333,0.333,0.999,0.5,0,0,1
0.999,0.666,0.666,1,0,0,1
0.999,0.666,0,0.5,0.5,1,1
0.999,0,0,1,0,0,1
0.666,0,0.333,1,1,0,1
0.999,0.999,0,0.5,1,1,1
0.666,0,0.666,1,0.5,0.5,2
0.333,0.999,0.666,0.5,0.5,1,2
0,0.666,0,0.5,0,0,1
0.666,0.999,0.999,0.5,0,0,1
0,0,0.999,0.5,0.5,0.5,3
0.333,0.999,0.333,1,1,0,1
0.333,0.333,0,1,0.5,0.5,2
0.999,0.333,0.666,0.5,0,0,1
0.666,0.999,0.999,0.5,0.5,0.5,1
0.999,0.333,0,1,1,0,1
0.666,0,0.333,1,1,0.5,2
0.333,0.333,0.999,1,1,0.5,2
0.999,0.666,0.333,0,1,1,1
0.333,0,0.999,1,0,1,3
0,0.333,0.666,1,1,0,1
0.333,0.333,0,1,0,0,1
0.666,0.999,0.333,0,0,0.5,1
0.333,0.666,0.999,0.5,0,1,2
0.666,0,0.333,0,1,0,1
0.333,0.333,0.999,0,0.5,0,1
0,0,0.999,1,0.5,0,1
0.999,0.999,0.666,0,1,0.5,1
0.999,0.666,0.999,0.5,0.5,0.5,1
0.666,0.999,0.333,0.5,0.5,0.5,1
0.999,0.333,0.333,0.5,1,0,1
0,0,0.666,1,0.5,0,1
0,0.999,0.999,0.5,0,1,2
0.666,0.666,0,0,0.5,0.5,1
0.999,0.666,0.666,0.5,1,1,1
0.666,0,0,0.5,0,1,2
0,0.999,0,0,1,1,1
0,0.666,0.999,1,1,0,1
0.666,0.333,0,1,0.5,0,1
0.999,0.333,0.999,1,0.5,0.5,2
0,0.333,0.666,1,0.5,0.5,3
0.999,0.666,0.666,1,1,1,1
0.666,0,0.333,0.5,0,1,2
0.333,0.999,0,0.5,0,1,2
0.333,0.999,0.333,0.5,1,1,2
0.666,0,0.666,0.5,0.5,1,2
0.666,0.333,0.333,0,0,0,1
0.999,0.999,0.999,1,0.5,0.5,1
0.666,0,0,0,0,0.5,1
0.333,0.999,0.999,1,0,0,1
0.999,0.333,0,0.5,1,1,2
0,0.333,0.999,1,0.5,1,4
0.666,0,0,0,1,1,1
0,0.666,0.999,1,1,1,4
0.666,0,0.666,0,0.5,0,1
0.999,0.999,0,0,0,0.5,1
0.666,0.333,0.666,0,1,0,1
0,0,0.999,1,0.5,1,4
0.999,0.333,0.999,1,1,1,2
0.666,0.999,0.999,0,1,0.5,1
0.666,0,0.333,0.5,1,1,2
0.666,0.666,0,0.5,1,0,1
0.999,0.999,0.999,0.5,0,0,1
0.333,0.999,0.666,0.5,1,0.5,2
0,0.999,0,0,1,0,1
0.999,0.666,0.333,0.5,0.5,0.5,1
0.999,0,0.999,1,0,1,2
0,0.333,0,0.5,0.5,0.5,2
0.333,0.333,0.999,0,0.5,0.5,1
0.999,0.666,0,0.5,0.5,0,1
0,0.999,0,0.5,0,0,1
0,0.333,0.666,0.5,0.5,1,4
0.666,0.333,0.999,0.5,0.5,0,1
0.999,0,0,1,1,0.5,2
0.666,0.333,0.333,1,1,0,1
0.999,0.999,0.333,0.5,1,1,1
0,0.666,0,1,1,1,4
0.666,0.999,0.333,1,1,0.5,1
0.999,0.999,0.999,1,0,1,1
0.333,0,0.333,0.5,0.5,0.5,2
0.666,0.999,0.999,0,0,0,1
0.999,0.333,0.666,0.5,0.5,1,2
0,0.999,0.333,1,0.5,0.5,2
0.666,0,0.999,1,0,0,1
0.666,0.999,0.666,0.5,0,0,1
0.999,0.333,0.666,1,0,0,1
0.333,0,0,0,1,0.5,1
0.999,0.666,0.666,0.5,1,0,1
0.333,0.666,0.666,0,0.5,1,1
0,0.666,0.333,1,0,0,1
0.999,0.666,0,0,1,0.5,1
0,0.999,0,0,0.5,0.5,1
0,0.999,0.666,1,0.5,0.5,2
0.999,0,0.333,0,0.5,0,1
0.999,0.999,0.333,1,0,1,1
0,0,0.333,0,0,0,1
0,0.999,0.666,0,0,1,1
0.999,0.333,0,1,0,1,1
0,0.666,0,1,0,0,1
0.333,0.999,0.666,1,0,0,1
0.999,0.999,0,0,0,0,1
0.666,0.999,0.666,0,0,0,1
0.999,0.333,0,1,1,1,2
0.333,0.666,0,0,0,0.5,1
0,0,0,0,0.5,1,1
0,0,0.333,0,1,0.5,1
0.666,0.666,0,0.5,0,0,1
0,0.999,0.666,0,0.5,1,1
0.333,0,0,0,0.5,1,1
0,0.666,0.999,1,0.5,1,4
0,0.666,0.666,0,0,0,1
0.999,0.666,0.666,1,0.5,1,1
0.666,0.333,0.666,0,0,0,1
0,0.999,0.666,1,0,0,1
0.333,0.333,0.666,0.5,1,0.5,2
0.999,0.333,0.666,1,1,1,2
0.333,0.333,0.333,1,0.5,1,4
0,0.333,0.666,0.5,0.5,0,1
0.666,0.999,0,0,1,0,1
0.999,0,0.666,0,0,1,1
0.333,0,0,1,1,1,4
0,0.999,0.999,1,0.5,1,2
0.666,0.666,0.666,1,0,0,1
0.333,0,0.999,0,0.5,0,1
0.333,0.999,0.999,0.5,0,1,2
0.333,0.666,0,0.5,1,1,2
0.666,0.999,0,1,0,0,1
0,0,0,0,0.5,0,1
0.333,0,0,0,0.5,0,1
0.333,0,0,0.5,0,1,3
0.666,0.333,0.666,1,0.5,0.5,2
0.999,0,0,0,0.5,1,1
0,0.666,0,0.5,0.5,0.5,2
0.999,0.333,0,0,1,0,1
0.666,0.999,0.999,1,0,0.5,1
0,0,0,0.5,0.5,0.5,2
0.666,0.333,0.999,0.5,1,1,2
0.333,0.666,0.333,0,0,0.5,1
0.333,0.333,0.666,1,0,0,1
0.999,0.666,0.666,0.5,0.5,1,1
0.333,0.999,0.999,0,0,0,1
0.999,0.666,0.333,0,1,0.5,1
0.333,0.333,0.999,0.5,1,1,4
0.999,0.999,0.999,1,1,0,1
0.666,0.999,0.666,1,1,1,1
0.666,0.333,0,0.5,0.5,1,2
0.666,0.999,0.666,0,0.5,0,1
0.666,0.333,0,0.5,1,0.5,2
0.333,0.333,0.333,0,1,0,1
0.999,0.999,0.333,0.5,0,0,1
0.333,0.333,0.333,0.5,0.5,1,2
0.333,0.666,0.333,0,0.5,0,1
0.999,0,0.333,0,0.5,0.5,1
0,0.999,0.666,1,0.5,0,1
0,0,0,1,1,0.5,3
0,0.999,0.333,0,0.5,0,1
0,0.333,0.333,1,1,0,1
0.999,0.999,0.999,1,0.5,0,1
0.666,0.999,0.333,0.5,1,0.5,1
0,0.666,0.333,0.5,0,0.5,2
0,0,0,0,0,0,1
0,0.666,0.666,0.5,0.5,1,4
0.999,0.999,0.333,1,0.5,0.5,1
0.666,0.333,0.999,0.5,0,0.5,1
0.666,0.999,0.666,1,0.5,0.5,1
0.999,0.333,0,0.5,1,0.5,2
0,0.666,0.999,0.5,0.5,1,4
0,0.999,0,1,0.5,0,1
0.333,0.333,0.999,0,0,0.5,1
0.999,0.333,0.999,0.5,1,0.5,2
0.999,0.333,0,0.5,0,0,1
0.666,0,0.666,0.5,1,0.5,2
0.666,0.333,0.333,1,0,0,1
0.999,0.666,0,1,1,0,1
0.333,0,0.666,0.5,1,1,4
0.666,0.666,0.333,0.5,0.5,1,2
0.333,0.666,0.666,0,0,0.5,1
0.999,0,0.333,0,0,0.5,1
0.333,0.666,0.333,0,1,0,1
0.999,0,0.666,0.5,0.5,1,2
0.333,0,0.333,0,0.5,0,1
0.666,0.333,0.666,1,1,0.5,2
0.666,0.666,0,0.5,0.5,0.5,1
0.999,0.999,0.333,0.5,0.5,0.5,1
0,0.999,0,1,1,1,2
0.333,0.333,0.999,1,0,0,1
0.333,0.666,0,1,0.5,0,1
0.333,0.333,0.666,1,1,0,1
0.666,0.999,0.666,1,0.5,0,1
0.666,0,0.333,0.5,0.5,0.5,1
0.999,0.333,0,0,1,0.5,1
0.666,0.999,0,0.5,0.5,0,1
0,0.666,0,0,0,1,1
0.666,0,0.333,0,0,0,1
0.666,0.666,0.666,0,1,0.5,1
0.333,0.999,0.333,1,1,1,2
0.999,0.999,0.999,0.5,0.5,0.5,1
0.333,0.666,0.666,0.5,0,0,1
0.333,0.666,0,0,0,0,1
0.999,0.999,0.666,0.5,0,1,1
0.999,0.666,0,1,0,0,1
0.333,0.999,0,0,1,1,1
0.333,0.333,0,0,0,0,1
0,0,0.999,0.5,0,1,3
0.999,0.333,0.999,0,1,1,1
0.666,0.333,0,1,1,0,1
0.666,0.333,0,1,0.5,0.5,1
0.333,0,0,1,0.5,1,3
0.666,0.333,0,0,1,0,1
0.666,0.333,0.666,0.5,1,1,2
0.333,0.333,0.999,0.5,1,0.5,2
0.999,0,0.333,0,0,0,1
0.333,0.666,0,0,0.5,0,1
0.999,0,0.999,0,0,0.5,1
0.333,0.999,0.999,1,0.5,1,2
0.999,0.333,0.999,0.5,0,0,1
0.666,0,0.333,0.5,0,0.5,1
0.999,0,0,1,0,0.5,1
0.666,0.333,0.999,0,1,0.5,1
0.333,0.666,0,0,0.5,1,1
0.333,0.999,0.999,0.5,0.5,0.5,2
0,0.666,0.333,0.5,0.5,1,2
0.999,0.666,0.666,1,0.5,0,1
0,0,0.666,0.5,0,0.5,2
0.666,0,0.333,0,0.5,0.5,1
0.999,0.999,0,1,0.5,1,1
0.999,0,0,1,1,0,1
0.666,0,0.666,0,0,0,1
0,0.999,0.333,0.5,0,0.5,1
0.333,0,0.999,0.5,1,0,1
0,0,0,0.5,1,1,4
0,0.666,0,0,0.5,0.5,1
0.333,0.333,0.333,0,0.5,0,1
0.666,0,0.666,0,1,1,1
0.666,0.333,0.333,0.5,1,1,2
0,0.999,0.999,0.5,0,0,1
0,0.333,0,0.5,1,1,4
0.666,0.999,0,1,0,1,1
0,0.999,0.333,0,0.5,0.5,1
0,0.666,0,1,0.5,1,2
0.333,0.666,0.999,0,0,0,1
0.333,0.666,0.333,0.5,0,1,2
0.666,0,0.999,0.5,1,0.5,2
0.333,0.666,0,0,0.5,0.5,1
0.666,0,0.333,0,1,0.5,1
0.999,0.999,0.333,0.5,0,1,1
0.666,0.666,0.999,0.5,1,0.5,2
0.999,0.999,0.666,1,1,1,1
0.333,0.666,0,0.5,0,1,2
0.333,0.666,0.333,0.5,0,0,1
0.999,0.333,0.333,1,1,0,1
0.999,0,0.999,0.5,0.5,0,1
0.333,0,0.666,1,1,0.5,3
0.999,0.999,0.666,1,0.5,1,1
0.999,0.333,0.333,0.5,0.5,0.5,1
0,0.666,0.666,0,1,1,1
0.999,0.999,0.666,0.5,0,0.5,1
0.666,0.333,0.999,0.5,0,0,1
0.666,0.333,0.999,0,0.5,1,1
0.999,0.333,0,1,0,0.5,1
0.666,0.999,0,0.5,0.5,0.5,1
0.333,0.333,0.333,0,1,0.5,1
0.333,0.666,0,1,0,1,1
0.666,0,0,0,0,0,1
0.333,0,0.999,0,0,1,1
0.333,0.999,0.333,0,0.5,0,1
0.999,0.333,0.333,1,1,1,2
0.333,0.666,0,1,0.5,1,2
0.999,0.333,0.333,0,0,0,1
0.666,0.999,0.666,0,1,0.5,1
0.999,0.333,0.333,0.5,0,0.5,1
0.999,0.999,0,1,1,0,1
0,0,0.999,1,1,0,1
0,0.333,0.666,1,1,1,4
0,0,0.666,0,1,1,1
0.999,0.666,0.666,0,0.5,0,1
0.333,0.999,0.333,1,0.5,0,1
0.666,0.666,0,1,0.5,0,1
0,0.666,0,0.5,1,1,4
0,0.666,0,0.5,0.5,0,1
0,0.999,0.666,0.5,0,0.5,1
0,0.666,0.333,0.5,0.5,0.5,2
0,0.999,0.333,0.5,1,0.5,2
0,0.333,0,1,0,0.5,1
0,0.999,0.333,1,1,0,1
0.333,0.999,0.333,1,0,1,2
0.999,0.333,0,0.5,0.5,0,1
0,0.333,0.333,0,1,0.5,1
0.333,0.333,0.999,0,1,1,1
0.333,0.999,0,0,0,0.5,1
0.999,0.333,0,0,1,1,1
0.999,0,0.666,0.5,1,0.5,2
0.666,0,0.666,1,0.5,1,2
0.333,0.999,0.333,1,0.5,0.5,2
0.999,0.333,0.666,0,0.5,1,1
0.999,0,0.666,0.5,0,1,2
0,0,0.666,1,1,0,1
0.666,0,0.333,0,0.5,0,1
0.666,0,0.999,0.5,0.5,1,2
0,0,0,1,0.5,0,1
0,0,0.333,0,0.5,0,1
0.999,0.999,0,1,0.5,0,1
0,0,0.999,0.5,0.5,1,4
0.999,0.999,0.666,0,1,1,1
0.333,0.333,0.333,0.5,1,0.5,2
0.666,0.999,0.333,0,0.5,1,1
0.666,0,0,1,0,0,1
0,0.333,0.666,0,1,1,1
0.666,0.999,0.333,1,0.5,1,1
0,0.666,0.999,1,0.5,0.5,2
0,0.666,0.999,0,1,1,1
0.999,0.999,0.333,1,0.5,1,1
0.666,0.333,0.666,1,1,1,2
0.666,0,0.333,1,0.5,1,2
0.999,0.666,0.999,0,1,0.5,1
0.333,0.999,0,0,1,0.5,1
0.999,0.666,0.999,0,0,0,1
0.999,0.999,0,0,1,0,1
0.999,0.999,0.999,1,0,0,1
0,0.999,0.999,0,0.5,1,1
0.666,0.666,0.666,0,0,0,1
0.333,0.999,0,0,0.5,0.5,1
0.999,0.666,0,1,0.5,0,1
0.333,0.333,0.999,1,0.5,0.5,2
0.999,0,0.666,1,0.5,1,2
0.999,0,0.333,1,0,0.5,1
0.666,0.999,0.999,1,0,0,1
0.666,0.999,0.333,0,1,1,1
0.999,0.666,0,0.5,1,0.5,1
0.333,0.999,0.333,0,1,1,1
0,0.333,0.666,0.5,1,0,1
0.999,0.999,0.999,0,0.5,1,1
0.999,0.333,0.333,0.5,0.5,1,2
0.666,0,0.333,0,0.5,1,1
0.333,0,0,0.5,1,0,1
0.333,0,0.999,0,1,0.5,1
0.999,0.333,0.999,1,0,0.5,1
0.666,0.333,0.666,0.5,0,1,2
0.666,0.999,0,1,1,0,1
0.999,0,0.999,0,0.5,0.5,1
0.333,0.999,0.333,0.5,0,0,1
0.333,0,0.333,0,1,1,1
0.333,0,0.666,1,0,0.5,2
0.666,0,0.666,1,1,1,2
0.999,0,0.333,0,0,1,1
0.333,0.999,0,0.5,1,1,2
0.999,0.333,0.999,0,1,0.5,1
0,0.333,0.666,1,0,0.5,2
0.666,0.333,0,1,1,0.5,2
0,0,0.999,0,1,0,1
0.333,0.333,0.333,0.5,1,1,4
0.999,0.666,0.666,0.5,0.5,0.5,1
0.999,0.666,0.999,0,1,1,1
0,0.999,0.999,0.5,1,1,2
0,0.333,0.999,0.5,1,1,4
0.666,0.666,0.333,0,0,1,1
0.666,0.999,0.333,0,0,1,1
0.333,0.333,0.666,0,1,0.5,1
0.333,0.999,0.666,1,0.5,0.5,2
0.999,0,0.333,0.5,0.5,0.5,1
0.333,0.999,0.333,0,1,0,1
0,0.333,0.666,1,0.5,0,1
0.666,0.999,0.666,0.5,1,1,1
0,0.999,0,0.5,0.5,0.5,1
0.333,0,0.333,0,1,0,1
0,0.333,0.666,1,0,0,1
0.999,0,0,1,0.5,0,1
0,0.999,0.999,1,0,1,2
0.999,0.666,0,0.5,0,1,1
0.333,0,0.666,1,0,1,3
0.666,0.999,0.999,1,0.5,0,1
0.333,0.999,0.666,0.5,0,1,2
0.999,0.999,0.999,1,0.5,1,1
0.333,0.333,0.666,0.5,0,1,2
0.999,0.666,0,0,1,1,1
0.666,0.666,0,1,0.5,0.5,1
0,0.333,0.333,0,0,0.5,1
0,0.666,0,0,1,0.5,1
0.999,0.666,0.999,0.5,0,1,1
0.999,0.333,0.333,0,0.5,0.5,1
0,0,0.999,1,0.5,0.5,3
0,0.666,0,0.5,1,0,1
0.666,0.333,0.999,0.5,0.5,1,2
0.999,0.333,0.333,1,0,1,2
0.666,0.666,0,0,0.5,0,1
0.999,0.666,0.666,0.5,0.5,0,1
0,0.666,0.333,0.5,1,1,4
0.999,0.999,0.666,0,1,0,1
0.666,0.333,0.666,1,0.5,0,1
0,0.333,0.666,0.5,0,0.5,2
0.666,0.999,0.999,0.5,0.5,0,1
0.666,0.666,0.666,0.5,1,0.5,2
0.666,0.999,0.666,0.5,0,0.5,1
0.333,0.999,0.999,0,0.5,0,1
0.666,0.333,0,1,0,0.5,1
0.333,0.333,0,0,0.5,0.5,1
0.999,0.333,0.999,0,0.5,0,1
0,0.666,0.666,1,0,0.5,2
0.999,0.999,0.333,1,0,0.5,1
0.333,0,0.333,1,1,0,1
0.666,0,0.999,1,0.5,1,2
0.666,0.333,0.666,0.5,0,0,1
0.999,0.999,0.666,0,0.5,0,1
0.999,0,0.999,1,0.5,0,1
0.333,0.333,0,1,1,1,4
0.333,0,0.333,0,0.5,1,1
0,0.666,0,0,1,0,1
0.666,0.666,0.999,0,0,0,1
0,0.666,0.999,1,0,0.5,2
0,0,0,0.5,0,0,1
0,0.333,0.999,0,0.5,1,1
0.333,0.999,0.999,0,1,1,1
0.333,0,0.666,0.5,0.5,0,1
0.333,0.999,0,1,1,0,1
0.999,0.333,0.999,0,0,0.5,1
0.333,0.333,0.333,1,0,0,1
0.999,0,0.666,0.5,0.5,0,1
0.333,0,0,1,0,1,1
0,0.333,0.666,0,1,0.5,1
0,0.999,0.333,0,1,0,1
0.666,0.999,0.666,0.5,0.5,1,1
0.333,0.999,0.999,1,0,1,2
0.999,0.666,0.666,1,0,0.5,1
0.666,0.999,0.333,1,0.5,0.5,1
0,0.999,0.999,0,0,1,1
0.666,0.333,0.999,1,1,1,2
0.666,0.999,0,0,1,0.5,1
0.333,0,0.666,0.5,0,1,3
0.666,0.333,0,1,0.5,1,2
0.999,0.333,0.333,1,0.5,1,2
0.999,0.333,0.333,1,0.5,0,1
0,0.666,0,0,1,1,1
0.666,0,0.999,1,0.5,0,1
0.999,0,0,0,0,0,1
0.666,0,0.666,0,0,0.5,1
0.999,0.333,0.999,0,0,0,1
0.999,0.666,0.333,0.5,0,0,1
0.333,0.333,0.666,0,1,0,1
0.333,0.666,0.333,1,0.5,0.5,2
0.666,0.999,0.666,1,1,0.5,1
0.333,0.666,0.333,0,1,0.5,1
0.666,0,0.999,0,1,0.5,1
0.666,0.666,0.666,1,0.5,1,2
0.999,0.666,0.999,0,0,1,1
0.999,0.666,0.999,0,1,0,1
0.999,0,0.333,0.5,0.5,0,1
0.666,0.666,0.333,0,1,1,1
0.333,0.999,0.999,1,1,0,1
0.666,0.666,0,1,1,1,2
0.999,0,0.666,0,0,0,1
0.666,0.666,0.666,1,0.5,0,1
0.666,0.333,0.333,0,1,0.5,1
0,0.333,0.999,0.5,0,0.5,2
0,0,0.666,0.5,0.5,0,1
0.333,0,0.999,0,0,0.5,1
0.666,0.666,0.999,1,1,0,1
0.999,0,0.999,0.5,0,1,2
0.999,0.999,0.333,0.5,0.5,1,1
0,0.999,0.333,0.5,1,0,1
0.666,0.666,0.999,0,0.5,0,1
0,0,0,0.5,0,0.5,2
0,0,0.666,0.5,0.5,1,4
0,0,0,1,0,0,1
0,0.999,0,0,0.5,1,1
0.333,0.999,0.999,0.5,1,0.5,2
0.333,0.999,0.666,1,0.5,1,2
0.666,0.333,0.666,0.5,0,0.5,1
0,0.333,0.666,0,0,0,1
0.333,0.999,0.666,0,0,0,1
0.666,0.333,0.333,0,0.5,0.5,1
0.333,0.666,0.999,1,0.5,1,2
0.999,0.333,0,1,0,0,1
0.999,0,0.999,0,0.5,1,1
0,0.999,0,0.5,1,0.5,2
0.666,0.999,0.666,0,0.5,1,1
0,0.999,0.333,1,0,1,2
0.999,0.999,0.666,1,1,0,1
0.333,0,0.999,0.5,0.5,1,4
0.666,0.666,0.666,1,0,1,2
0.666,0,0.999,0,1,0,1
0,0,0.333,1,1,0.5,3
0.999,0.333,0,0,0,1,1
0.999,0.999,0.333,1,1,1,1
0.333,0.333,0.333,0.5,0.5,0,1
0.333,0,0.333,1,0.5,0.5,3
0.333,0.666,0.999,1,0,0.5,1
0,0,0.333,0.5,1,0.5,3
0.666,0,0.666,0.5,0,1,2
0.999,0,0,0,1,1,1
0.333,0,0.333,0.5,1,0.5,3
0,0.666,0.666,1,1,0.5,2
0.999,0.999,0,0,1,1,1
0.999,0,0.999,0.5,0,0.5,1
0.333,0.333,0.999,0,0.5,1,1
0.666,0.666,0.666,0.5,0.5,0.5,2
0.999,0.999,0.666,0,0.5,0.5,1
0.666,0.333,0.666,1,0,1,2
0.999,0.999,0,1,0,1,1
0.999,0,0.333,0,1,0,1
0.999,0.666,0,0.5,0,0,1
0.333,0.666,0.999,0,0.5,0,1
0,0.999,0.999,1,1,0,1
0.333,0.333,0,0.5,1,1,4
0.666,0.666,0.666,0.5,0.5,1,2
0.666,0.333,0,0.5,0.5,0,1
0.666,0.999,0.999,0.5,1,0.5,1
0.999,0.999,0.333,1,1,0,1
0.333,0.666,0.666,1,0.5,0,1
0,0.666,0.999,0.5,1,0,1
0,0,0,0,1,0.5,1
0.666,0.999,0.333,0.5,1,0,1
0.666,0.333,0.666,0.5,1,0.5,2
0.333,0.999,0,1,0,0,1
0.999,0.666,0.999,1,0,0.5,1
0.999,0.666,0.999,0.5,0.5,0,1
0.999,0,0,0.5,0,0.5,1
0,0.999,0,0.5,1,1,2
0.666,0,0,1,1,1,2
0.333,0.333,0,0,1,1,1
0.333,0.999,0,0,0.5,0,1
0.333,0.333,0.333,0.5,1,0,1
0.333,0.666,0.999,0,1,0,1
0.999,0.999,0.999,0,0,0,1
0.333,0.666,0.666,0,1,1,1
0,0.999,0.999,0.5,0,0.5,1
0.666,0.999,0.666,1,0,0,1
0.999,0.666,0,0,0,0,1
0,0.333,0.999,0,0.5,0.5,1
0.333,0.333,0,0.5,1,0.5,2
0.333,0.333,0.666,0,1,1,1
0.999,0.333,0.999,1,1,0.5,2
0.999,0.333,0.666,0.5,1,0.5,2
0.999,0.333,0.666,0,1,1,1
0.999,0.666,0,1,0,0.5,1
0.999,0,0.666,1,0,0,1
0.999,0.333,0.666,0.5,0,1,2
0,0,0.666,1,1,0.5,3
0.999,0.666,0.666,0.5,0,0.5,1
0.999,0.999,0.333,0,0.5,0,1
0.999,0,0.333,0.5,0,0.5,1
0.999,0.666,0,1,0,1,1
0.666,0,0.666,0.5,0.5,0,1
0.666,0,0.666,1,0.5,0,1
0.333,0.999,0.999,0.5,0.5,0,1
0.999,0.666,0,0,0.5,1,1
0.333,0.666,0,0,1,0.5,1
0,0.333,0,0,1,0.5,1
0.999,0.333,0,0.5,0,1,2
0.666,0.333,0,0,0.5,0,1
0.333,0,0.999,0.5,0.5,0.5,3
0.666,0.999,0.999,0.5,0,1,1
0.333,0.666,0.666,0.5,1,0,1
0,0,0.666,0.5,0,0,1
0.666,0.333,0,0,0.5,1,1
0.666,0,0.666,1,1,0,1
0.999,0.666,0.666,0,1,0.5,1
0.333,0,0.999,1,0.5,1,4
0,0.333,0.999,0,0,1,1
0.999,0.333,0.333,0.5,0.5,0,1
0.333,0.999,0.999,0.5,0,0.5,1
0.666,0,0.999,1,0,0.5,1
